word,variant,description,elapsed_seconds,frame_count,visible_hand_frames,hand_coverage,bone_span_p95_max,bone_cv_mean,max_joint_bend_degrees,joint_sample_count,joint_violation_count,joint_violation_rate,topology_sample_count,topology_invalid_count,topology_error_rate,motion_transition_count,moving_transition_count,motion_preservation_rate,motion_step_p95,jerk_sample_count,temporal_jerk_mean,deviation_from_full
angry,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",0.8126927999546751,59,118,1.0,4.4218169411129977e-14,3.3279476302900926e-15,88.09229132210703,1770,0,0.0,118,24,0.2033898305084746,116,116,1.0,0.34382859291013346,112,0.012701985323915607,0.009189265803601632
angry,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",0.8155671999556944,59,118,1.0,3.959323995849622e-14,3.3246217682485016e-15,98.88064599787353,1770,0,0.0,118,23,0.19491525423728814,116,116,1.0,0.36583515705818154,112,0.021670418852687633,0.0
angry,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",0.8789936000248417,59,118,1.0,3.959323995849622e-14,3.3246217682485016e-15,98.88064599787353,1770,0,0.0,118,23,0.19491525423728814,116,116,1.0,0.36583515705818154,112,0.021670418852687633,0.0
angry,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",1.2706605999264866,59,118,1.0,3.486222427305893e-14,3.332076363967649e-15,89.64884742600526,1770,0,0.0,118,24,0.2033898305084746,116,116,1.0,0.35175112952958854,112,0.015305057779407273,0.006062233152543443
angry,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",0.8009449999080971,59,118,1.0,4.4218169411129977e-14,3.3279476302900926e-15,88.09229132210703,1770,0,0.0,118,24,0.2033898305084746,116,116,1.0,0.34382859291013346,112,0.012701985323915607,0.009189265803601632
animal,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",2.9502548999153078,317,374,0.5899053627760252,2.878707484292525e-14,3.5517680505467213e-15,115.20534187330747,5610,1,0.00017825311942959,374,105,0.2807486631016043,372,356,0.956989247311828,0.15057961569562073,368,0.01715214000897144,0.0
animal,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",3.144993800087832,317,374,0.5899053627760252,2.8058003827404042e-14,3.598134477904209e-15,115.20534187330756,5610,1,0.00017825311942959,374,101,0.2700534759358289,372,351,0.9435483870967742,0.15551439468439338,368,0.022142161621909545,0.0022249511128251418
animal,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",2.8781432999530807,317,374,0.5899053627760252,2.5486195923423512e-14,3.5348562645042355e-15,115.20534187330793,5610,1,0.00017825311942959,374,106,0.28342245989304815,372,359,0.9650537634408602,0.14785638149041427,368,0.015315268744094123,0.0010946835088762182
animal,smooth_s10_r2_a115,"hand sigma=1.0, radius=2, joint limit=115.0 degrees",3.6073240999830887,317,374,0.5899053627760252,2.6354195827592128e-14,3.697723875596456e-15,115.00000000000114,5610,0,0.0,374,111,0.2967914438502674,372,362,0.9731182795698925,0.1328735816023416,368,0.011392346477979784,0.00380113363412139
animal,smooth_s12_r2_a115,"hand sigma=1.2, radius=2, joint limit=115.0 degrees",3.00106409995351,317,374,0.5899053627760252,2.791123648423252e-14,3.536741220506057e-15,115.00000000000142,5610,0,0.0,374,108,0.2887700534759358,372,361,0.9704301075268817,0.12803386640381392,368,0.009342695837012872,0.005711424814958032
animal,joint_s08_r1_a110,"hand sigma=0.8, radius=1, joint limit=110.0 degrees",3.033971400000155,317,374,0.5899053627760252,2.862443600200479e-14,3.5451728268505808e-15,110.19641396577234,5610,0,0.0,374,111,0.2967914438502674,372,355,0.9543010752688172,0.15057961569562073,368,0.017102885176856427,0.003505898558369859
animal,joint_s08_r1_a105,"hand sigma=0.8, radius=1, joint limit=105.0 degrees",2.833101400057785,317,374,0.5899053627760252,2.877008691502524e-14,3.5705808638914015e-15,105.1874860582372,5610,0,0.0,374,148,0.39572192513368987,372,355,0.9543010752688172,0.15057961569562073,368,0.017088804307550703,0.007601650390930932
animal,balanced_s10_r2_a110,"hand sigma=1.0, radius=2, joint limit=110.0 degrees",3.139009700040333,317,374,0.5899053627760252,2.74141916993184e-14,3.679064619518721e-15,110.00000000000135,5610,0,0.0,374,114,0.3048128342245989,372,361,0.9704301075268817,0.1328735816023416,368,0.011311297603070801,0.006649644029471796
animal,smooth_s12_r2_a110,"hand sigma=1.2, radius=2, joint limit=110.0 degrees",3.389566700090654,317,374,0.5899053627760252,2.7911236484232522e-14,3.55942825256877e-15,110.00000000000105,5610,0,0.0,374,122,0.32620320855614976,372,361,0.9704301075268817,0.12740901096084226,368,0.009275245818420104,0.008367012915615204
answer,default_s08_r1_a115,"hand sigma=0.8, radius=1, joint limit=115.0 degrees",0.8808098000008613,71,104,0.7323943661971831,2.643490840464147e-14,2.357623256365036e-15,115.99940986195155,1560,1,0.000641025641025641,104,51,0.49038461538461536,102,95,0.9313725490196079,0.6440924501234656,98,0.103261294058298,0.0
answer,light_s06_r1_a115,"hand sigma=0.6, radius=1, joint limit=115.0 degrees",0.9151259999489412,71,104,0.7323943661971831,2.0531295447435335e-14,2.2320413263083546e-15,115.00000000000051,1560,0,0.0,104,50,0.4807692307692308,102,94,0.9215686274509803,0.6772290226956026,98,0.13369340881291256,0.012614133773168909
answer,smooth_s10_r1_a115,"hand sigma=1.0, radius=1, joint limit=115.0 degrees",0.8271171000087634,71,104,0.7323943661971831,2.3735219775272992e-14,2.352150116156289e-15,115.46738272546571,1560,1,0.000641025641025641,104,51,0.49038461538461536,102,95,0.9313725490196079,0.6286736699750738,98,0.09276781147907356,0.005927503096656764
